application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,root,Income,Age
350,Male,FALSE,3.17,STEM,Hispanic,700,5,Consulting,,700,700000,70
351,Male,FALSE,3.2,Business,Asian,690,5,Consulting,,690,690000,69
352,Female,TRUE,3.09,Humanities,,660,6,Financial Services,Admit,660,660000,66
353,Female,FALSE,3.47,Humanities,White,760,4,Technology,Admit,760,760000,76
354,Male,FALSE,3.24,STEM,White,630,6,Consulting,,630,630000,63
355,Male,FALSE,3.28,STEM,Black,720,5,PE/VC,Admit,720,720000,72
356,Male,FALSE,3.37,STEM,White,690,5,Consulting,Admit,690,690000,69
357,Female,TRUE,3.31,Humanities,,630,6,Nonprofit/Gov,Admit,630,630000,63
358,Female,TRUE,3.03,Humanities,,660,5,Consulting,Admit,660,660000,66
359,Male,TRUE,3.05,Humanities,,580,3,Consulting,,580,580000,58
360,Male,FALSE,3.06,Humanities,Asian,600,5,PE/VC,,600,600000,60
361,Male,FALSE,3.41,Humanities,Black,620,4,Consulting,,620,620000,62
362,Male,TRUE,3.46,Humanities,,650,7,Health Care,,650,650000,65
363,Male,FALSE,3.16,STEM,Black,620,5,Consulting,,620,620000,62
364,Male,FALSE,3.06,Business,Other,630,5,Other,,630,630000,63
365,Female,FALSE,3.42,Humanities,White,700,6,Consulting,Admit,700,700000,70
366,Female,FALSE,3.27,Business,White,660,4,Consulting,Admit,660,660000,66
367,Male,TRUE,3.08,STEM,,580,6,PE/VC,,580,580000,58
368,Male,FALSE,3.27,Humanities,Black,690,6,Other,,690,690000,69
369,Male,FALSE,3.22,Business,Asian,580,5,Investment Banking,,580,580000,58
370,Female,FALSE,3.16,Humanities,White,620,5,Technology,Admit,620,620000,62
371,Male,TRUE,3.39,STEM,,710,6,Investment Banking,,710,710000,71
372,Male,FALSE,3.22,STEM,White,570,6,Other,,570,570000,57
373,Female,FALSE,3.12,Business,Hispanic,570,4,PE/VC,,570,570000,57
374,Female,TRUE,3.21,STEM,,600,4,Consulting,Admit,600,600000,60
375,Female,FALSE,3.01,Humanities,Black,660,8,Technology,,660,660000,66
376,Female,FALSE,3.47,Business,Black,640,6,PE/VC,,640,640000,64
377,Female,TRUE,3.18,Business,,690,3,Financial Services,Admit,690,690000,69
378,Male,TRUE,3.38,Humanities,,680,7,CPG,,680,680000,68
379,Female,FALSE,3.11,STEM,Other,610,6,PE/VC,Admit,610,610000,61
380,Male,TRUE,3.08,Humanities,,620,6,Technology,,620,620000,62
381,Female,FALSE,3.26,STEM,White,650,6,Consulting,Admit,650,650000,65
382,Male,FALSE,3.21,Business,Asian,630,4,Consulting,,630,630000,63
383,Female,FALSE,3.1,Business,Asian,610,5,Nonprofit/Gov,Admit,610,610000,61
384,Male,TRUE,3.17,Business,,580,6,Consulting,,580,580000,58
385,Male,FALSE,3.43,Humanities,Hispanic,660,4,CPG,Admit,660,660000,66
386,Female,FALSE,3.31,STEM,White,620,5,Investment Banking,Admit,620,620000,62
387,Female,FALSE,3.03,Humanities,Asian,590,5,Consulting,Admit,590,590000,59
388,Female,TRUE,3.08,STEM,,630,5,Health Care,Admit,630,630000,63
389,Female,FALSE,3.18,Humanities,Hispanic,620,6,Investment Management,,620,620000,62
390,Male,FALSE,3.47,Business,White,690,6,Other,,690,690000,69
391,Male,FALSE,3.42,Business,Asian,720,3,Consulting,,720,720000,72
392,Female,FALSE,3.34,Business,White,680,4,Financial Services,Admit,680,680000,68
393,Male,TRUE,3.37,Business,,680,5,Health Care,,680,680000,68
394,Female,FALSE,3.49,Humanities,White,690,5,Financial Services,Admit,690,690000,69
395,Male,TRUE,3.32,STEM,,580,5,Real Estate,,580,580000,58
396,Male,FALSE,3.3,Humanities,Other,620,5,CPG,,620,620000,62
397,Male,FALSE,3.38,Humanities,White,680,4,Financial Services,,680,680000,68
398,Male,FALSE,3.18,STEM,White,590,4,PE/VC,,590,590000,59
399,Female,FALSE,3.28,STEM,Hispanic,630,5,Other,,630,630000,63
400,Male,FALSE,3.24,Humanities,White,600,3,PE/VC,,600,600000,60
401,Male,FALSE,3.15,Humanities,Black,610,6,Consulting,,610,610000,61
402,Male,FALSE,3.16,STEM,Black,600,6,PE/VC,,600,600000,60
403,Male,TRUE,3.22,Humanities,,640,5,Other,,640,640000,64
404,Female,FALSE,3.35,Business,White,620,6,Consulting,Admit,620,620000,62
405,Female,FALSE,3.36,Business,White,620,4,PE/VC,Admit,620,620000,62
406,Female,FALSE,3.06,Business,White,580,5,Investment Banking,Admit,580,580000,58
407,Male,FALSE,3.17,STEM,Black,660,5,Investment Banking,,660,660000,66
408,Female,FALSE,3.06,Business,White,610,6,Nonprofit/Gov,Admit,610,610000,61
409,Male,TRUE,3.39,Humanities,,670,7,Investment Banking,,670,670000,67
410,Male,FALSE,3.44,Business,Asian,600,5,Health Care,,600,600000,60
411,Male,FALSE,3.14,Humanities,Asian,640,5,Consulting,,640,640000,64
412,Female,FALSE,3.29,Business,White,600,5,Consulting,Admit,600,600000,60
413,Female,FALSE,3.18,Humanities,Asian,630,4,PE/VC,Admit,630,630000,63
414,Male,FALSE,3.52,Business,Asian,730,6,PE/VC,,730,730000,73
415,Male,TRUE,3.31,Humanities,,630,5,Financial Services,,630,630000,63
416,Female,FALSE,3.13,Humanities,Asian,670,4,Technology,Waitlist,670,670000,67
417,Male,FALSE,3.26,STEM,White,650,5,Consulting,,650,650000,65
418,Female,FALSE,3.07,STEM,Asian,630,5,Technology,Waitlist,630,630000,63
419,Male,FALSE,3.07,Business,White,570,4,Consulting,,570,570000,57
420,Male,TRUE,3.11,Business,,620,5,Health Care,,620,620000,62
421,Male,FALSE,3.21,Humanities,Black,700,5,Nonprofit/Gov,,700,700000,70
422,Male,FALSE,3.29,Humanities,Asian,640,6,Investment Banking,,640,640000,64
423,Male,FALSE,3.39,Business,Asian,710,3,PE/VC,,710,710000,71
424,Male,FALSE,3.22,Business,White,650,4,Investment Banking,,650,650000,65
425,Male,FALSE,3.23,STEM,Black,680,5,Consulting,,680,680000,68
426,Female,TRUE,3,Humanities,,630,5,Consulting,Admit,630,630000,63
427,Male,TRUE,3.12,Humanities,,630,4,PE/VC,,630,630000,63
428,Female,FALSE,3.23,Humanities,Black,630,5,PE/VC,,630,630000,63
429,Male,TRUE,3.34,Humanities,,760,4,Consulting,,760,760000,76
430,Male,FALSE,3.18,Business,Asian,640,5,Health Care,,640,640000,64
431,Male,FALSE,3.33,STEM,White,640,4,Consulting,,640,640000,64
432,Male,FALSE,3.56,STEM,White,710,6,Technology,,710,710000,71
433,Male,FALSE,3.13,Humanities,White,580,4,Consulting,,580,580000,58
434,Male,TRUE,3.54,Business,,690,4,PE/VC,Admit,690,690000,69
435,Female,FALSE,3.19,STEM,Asian,690,5,Health Care,Waitlist,690,690000,69
436,Male,FALSE,3.28,STEM,Asian,680,5,Other,,680,680000,68
437,Female,FALSE,3.43,Humanities,White,770,5,Consulting,Admit,770,770000,77
438,Female,FALSE,3.12,Humanities,Asian,600,3,Technology,Waitlist,600,600000,60
439,Male,FALSE,3.37,Humanities,White,640,4,Consulting,,640,640000,64
440,Male,FALSE,3.17,Business,White,630,5,Technology,,630,630000,63
441,Female,FALSE,3.46,STEM,White,680,7,PE/VC,Admit,680,680000,68
442,Male,TRUE,3.25,Business,,670,5,Consulting,,670,670000,67
443,Female,FALSE,3.25,STEM,White,620,4,Technology,Admit,620,620000,62
444,Female,FALSE,3.44,Humanities,Hispanic,740,5,Technology,,740,740000,74
445,Female,FALSE,3.18,Humanities,White,570,5,Investment Management,Admit,570,570000,57
446,Male,TRUE,3.22,STEM,,630,5,Investment Banking,,630,630000,63
447,Female,FALSE,3.03,Business,Black,590,4,Consulting,,590,590000,59
448,Male,FALSE,3.3,Business,Black,680,4,Investment Banking,,680,680000,68
449,Male,FALSE,3.33,Business,White,660,5,Investment Banking,,660,660000,66
450,Male,FALSE,3.47,Business,Asian,660,6,Real Estate,,660,660000,66
451,Male,FALSE,3.3,Humanities,Black,610,5,Consulting,,610,610000,61
452,Male,TRUE,3.33,Business,,680,5,Consulting,,680,680000,68
453,Male,TRUE,3.11,Business,,570,4,Technology,,570,570000,57
454,Male,FALSE,3.21,Humanities,Asian,650,5,Nonprofit/Gov,,650,650000,65
455,Male,FALSE,3.21,STEM,Black,650,6,Nonprofit/Gov,,650,650000,65
456,Male,FALSE,3.27,Humanities,Black,650,6,Technology,,650,650000,65
457,Male,FALSE,3.19,Business,White,650,5,Technology,,650,650000,65
458,Male,FALSE,3.43,Humanities,Asian,640,4,Real Estate,,640,640000,64
459,Female,FALSE,3.17,Business,Other,660,6,Technology,Admit,660,660000,66
460,Male,FALSE,3.4,Business,Asian,680,5,Consulting,Admit,680,680000,68
461,Female,FALSE,3.35,Humanities,Asian,660,3,PE/VC,Waitlist,660,660000,66
462,Male,FALSE,3.08,Humanities,White,690,5,PE/VC,,690,690000,69
463,Male,TRUE,3.46,Business,,640,5,Real Estate,,640,640000,64
464,Male,FALSE,3.28,Business,Asian,600,6,Investment Banking,,600,600000,60
465,Female,FALSE,3.06,STEM,White,590,6,Consulting,Admit,590,590000,59
466,Female,FALSE,3.37,Humanities,Asian,640,4,Health Care,Waitlist,640,640000,64
467,Male,FALSE,3.35,Business,White,760,5,Health Care,,760,760000,76
468,Female,FALSE,3.19,Humanities,Asian,660,4,Health Care,Waitlist,660,660000,66
469,Female,FALSE,3.36,Humanities,Asian,670,4,Other,Admit,670,670000,67
470,Female,FALSE,3.22,Humanities,White,670,6,Technology,Admit,670,670000,67
471,Male,FALSE,3.37,Humanities,Hispanic,720,6,Nonprofit/Gov,Admit,720,720000,72
472,Female,FALSE,3.17,Humanities,Black,630,6,Nonprofit/Gov,,630,630000,63
473,Male,FALSE,3.48,Business,Black,690,5,Investment Banking,Admit,690,690000,69
474,Female,FALSE,3.34,STEM,Other,680,5,Technology,Admit,680,680000,68
475,Female,FALSE,3.18,STEM,Hispanic,680,7,Consulting,,680,680000,68
476,Female,FALSE,3.1,Business,Asian,640,6,Consulting,Waitlist,640,640000,64
477,Male,TRUE,3.13,Humanities,,640,4,Financial Services,,640,640000,64
478,Male,FALSE,3.44,Business,White,740,4,Technology,,740,740000,74
479,Male,FALSE,3.24,STEM,Hispanic,620,5,PE/VC,,620,620000,62
480,Female,FALSE,3.26,Humanities,Hispanic,670,5,Investment Banking,,670,670000,67
481,Male,TRUE,3.3,STEM,,600,2,PE/VC,,600,600000,60
482,Female,TRUE,3.21,STEM,,590,6,PE/VC,Admit,590,590000,59
483,Female,TRUE,3.28,Business,,600,6,Consulting,Admit,600,600000,60
484,Female,FALSE,3.27,Business,Other,580,5,Financial Services,Admit,580,580000,58
485,Female,TRUE,3.2,STEM,,610,5,Real Estate,Admit,610,610000,61
486,Male,TRUE,3.15,Business,,600,5,Nonprofit/Gov,,600,600000,60
487,Male,FALSE,3.54,Humanities,Hispanic,700,4,Media/Entertainment,,700,700000,70
488,Male,FALSE,3.27,Business,White,620,5,Technology,,620,620000,62
489,Male,TRUE,3.48,STEM,,680,3,Consulting,,680,680000,68
490,Male,FALSE,3.11,STEM,White,640,5,Nonprofit/Gov,,640,640000,64
491,Male,TRUE,3.3,Business,,600,5,Consulting,,600,600000,60
492,Male,FALSE,3.22,Humanities,White,640,3,PE/VC,,640,640000,64
493,Male,FALSE,3.11,Business,White,570,3,Nonprofit/Gov,,570,570000,57
494,Female,TRUE,3.18,STEM,,620,4,Nonprofit/Gov,Admit,620,620000,62
495,Male,FALSE,3.15,Humanities,White,680,8,CPG,,680,680000,68
496,Male,FALSE,3.33,STEM,Hispanic,640,5,PE/VC,,640,640000,64
497,Male,FALSE,3.28,STEM,White,680,4,PE/VC,,680,680000,68
498,Male,FALSE,3.42,Business,White,720,3,PE/VC,Admit,720,720000,72
499,Male,FALSE,3.28,STEM,White,650,5,Financial Services,,650,650000,65
500,Male,FALSE,3.06,STEM,Black,600,5,PE/VC,,600,600000,60
501,Female,FALSE,3.12,Business,Black,650,3,Financial Services,,650,650000,65
502,Male,FALSE,2.96,Humanities,Black,620,5,PE/VC,,620,620000,62
503,Female,FALSE,3.55,Business,Asian,640,6,Other,Waitlist,640,640000,64
504,Female,FALSE,3.37,Humanities,Black,640,4,Technology,,640,640000,64
505,Male,TRUE,3.27,STEM,,620,6,Consulting,,620,620000,62
506,Male,TRUE,3.11,STEM,,590,5,Consulting,,590,590000,59
507,Female,FALSE,3.33,STEM,White,660,5,Technology,Admit,660,660000,66
508,Female,FALSE,3.28,Humanities,Asian,690,4,Technology,Waitlist,690,690000,69
509,Male,FALSE,3.2,STEM,Asian,650,6,PE/VC,,650,650000,65
510,Male,FALSE,3.06,Humanities,White,630,5,Technology,,630,630000,63
511,Female,FALSE,3.51,STEM,Asian,780,5,PE/VC,Waitlist,780,780000,78
512,Female,TRUE,3.47,Business,,650,4,Investment Banking,Admit,650,650000,65
513,Female,FALSE,3.13,STEM,Asian,620,6,Nonprofit/Gov,,620,620000,62
514,Male,FALSE,3.18,STEM,Asian,620,4,Consulting,,620,620000,62
515,Male,FALSE,3.17,Business,Other,610,4,Consulting,,610,610000,61
516,Male,FALSE,3.32,Humanities,White,630,5,Consulting,,630,630000,63
517,Male,TRUE,3.31,Business,,700,4,Health Care,,700,700000,70
518,Female,TRUE,3.23,Humanities,,630,6,Consulting,Admit,630,630000,63
519,Male,TRUE,3.2,Humanities,,570,4,Real Estate,,570,570000,57
520,Female,FALSE,3.18,Business,Black,600,5,Health Care,,600,600000,60
521,Male,FALSE,3.32,Business,Asian,610,5,Nonprofit/Gov,,610,610000,61
522,Male,TRUE,3.08,Business,,690,6,Technology,,690,690000,69
523,Male,FALSE,3.32,STEM,Hispanic,690,4,Financial Services,,690,690000,69
524,Male,TRUE,3.16,STEM,,660,4,Technology,,660,660000,66
525,Male,TRUE,3.33,Business,,720,4,Other,,720,720000,72
526,Male,FALSE,3.04,Humanities,Hispanic,570,5,Nonprofit/Gov,,570,570000,57
527,Male,FALSE,3.18,Humanities,Asian,670,5,Technology,,670,670000,67
528,Female,FALSE,3.03,STEM,White,600,5,Financial Services,Admit,600,600000,60
529,Female,FALSE,3.42,Humanities,Other,760,5,Other,Admit,760,760000,76
530,Female,FALSE,3.27,Humanities,Other,650,6,Investment Banking,Admit,650,650000,65
531,Female,TRUE,3.13,Business,,650,5,Technology,Admit,650,650000,65
532,Male,FALSE,3.2,Business,Asian,610,5,PE/VC,,610,610000,61
533,Male,FALSE,3.48,STEM,Black,690,5,Investment Banking,,690,690000,69
534,Female,TRUE,3.19,Business,,590,6,Investment Banking,Admit,590,590000,59
535,Female,FALSE,3.35,Humanities,White,720,5,Investment Banking,Admit,720,720000,72
536,Male,FALSE,3.61,Business,Asian,690,5,Investment Banking,,690,690000,69
537,Male,FALSE,3.23,STEM,Black,630,4,Retail,,630,630000,63
538,Male,FALSE,3.35,Humanities,Asian,570,6,PE/VC,,570,570000,57
539,Male,FALSE,3.03,STEM,White,570,4,PE/VC,,570,570000,57
540,Male,FALSE,3.42,STEM,Asian,710,5,Other,,710,710000,71
541,Female,TRUE,3.16,Humanities,,690,4,Consulting,Admit,690,690000,69
542,Male,FALSE,3.43,STEM,White,700,4,PE/VC,,700,700000,70
543,Male,FALSE,3.33,Humanities,Hispanic,640,5,Technology,,640,640000,64
544,Male,TRUE,3.15,STEM,,680,4,Technology,,680,680000,68
545,Male,FALSE,3.25,Humanities,Hispanic,660,3,Nonprofit/Gov,,660,660000,66
546,Male,FALSE,3.3,Humanities,Hispanic,780,5,Consulting,,780,780000,78
547,Male,FALSE,3,Humanities,Other,570,4,Technology,,570,570000,57
548,Female,FALSE,3.5,Humanities,White,680,6,Consulting,Admit,680,680000,68
549,Male,FALSE,3.22,STEM,Black,700,4,Real Estate,,700,700000,70
550,Male,FALSE,3.21,STEM,Asian,570,4,Other,,570,570000,57
551,Female,FALSE,3.33,Business,White,630,5,Consulting,Waitlist,630,630000,63
552,Female,FALSE,2.93,Humanities,Asian,590,4,Nonprofit/Gov,,590,590000,59
553,Female,FALSE,3.35,Humanities,White,640,5,Investment Banking,Waitlist,640,640000,64
554,Male,FALSE,3.27,Business,White,740,5,Financial Services,,740,740000,74
555,Male,FALSE,3.33,Humanities,Black,620,5,Investment Banking,,620,620000,62
556,Female,TRUE,3.23,Business,,680,4,Investment Banking,Admit,680,680000,68
557,Male,FALSE,3.26,Humanities,Hispanic,610,5,PE/VC,,610,610000,61
558,Female,TRUE,3.04,Business,,620,6,Nonprofit/Gov,Admit,620,620000,62
559,Male,FALSE,3.31,Humanities,White,580,6,Investment Banking,,580,580000,58
560,Male,TRUE,3.17,STEM,,590,7,Financial Services,,590,590000,59
561,Male,FALSE,3.31,STEM,Asian,680,6,Consulting,,680,680000,68
562,Male,TRUE,3.06,Business,,640,4,Consulting,,640,640000,64
563,Male,FALSE,3.09,Humanities,White,570,5,Consulting,,570,570000,57
564,Female,TRUE,3.36,STEM,,690,5,Other,Admit,690,690000,69
565,Female,FALSE,3.42,STEM,Black,690,7,PE/VC,,690,690000,69
566,Male,FALSE,3.24,Humanities,Other,640,5,Other,,640,640000,64
567,Male,FALSE,3.18,Humanities,Black,600,4,PE/VC,,600,600000,60
568,Male,FALSE,3.15,Humanities,Black,570,4,Investment Management,,570,570000,57
569,Male,FALSE,3.41,Business,White,660,4,Other,,660,660000,66
570,Female,FALSE,2.89,Humanities,Black,590,6,Other,,590,590000,59
571,Male,FALSE,3.37,STEM,Black,690,4,Investment Banking,,690,690000,69
572,Male,FALSE,3.23,Business,White,630,4,Consulting,,630,630000,63
573,Male,TRUE,3.29,Business,,670,4,Consulting,,670,670000,67
574,Female,FALSE,3.16,Business,White,630,4,Consulting,Waitlist,630,630000,63
575,Male,TRUE,3.04,Humanities,,580,4,Consulting,,580,580000,58
576,Female,TRUE,3.17,Humanities,,630,6,Investment Management,Admit,630,630000,63
577,Male,FALSE,3.38,Humanities,Asian,720,7,Technology,,720,720000,72
578,Male,FALSE,3.23,Business,Asian,570,4,Technology,,570,570000,57
579,Male,FALSE,3.46,Business,Hispanic,660,6,Technology,Admit,660,660000,66
580,Male,FALSE,3.39,Business,Asian,650,5,Other,,650,650000,65
581,Male,FALSE,3.32,Business,White,720,4,Nonprofit/Gov,Admit,720,720000,72
582,Male,FALSE,3.34,STEM,Black,670,4,Nonprofit/Gov,,670,670000,67
583,Male,FALSE,3.33,STEM,White,680,4,Investment Banking,Admit,680,680000,68
584,Male,FALSE,3.35,Business,White,660,3,Consulting,Admit,660,660000,66
585,Male,TRUE,3.35,STEM,,690,5,Other,Admit,690,690000,69
586,Female,FALSE,3.01,Business,Asian,570,5,Consulting,,570,570000,57
587,Female,FALSE,3.02,STEM,Black,660,4,Consulting,,660,660000,66
588,Male,FALSE,3.42,Humanities,Black,780,3,PE/VC,,780,780000,78
589,Male,FALSE,3.01,Humanities,Black,640,5,Consulting,,640,640000,64
590,Male,FALSE,3.47,STEM,White,680,3,Nonprofit/Gov,,680,680000,68
591,Male,TRUE,3.04,Business,,620,4,Nonprofit/Gov,,620,620000,62
592,Female,FALSE,3.33,Humanities,White,700,4,Nonprofit/Gov,Admit,700,700000,70
593,Male,FALSE,3.44,Business,White,660,6,Consulting,Admit,660,660000,66
594,Female,TRUE,3.19,STEM,,700,5,Consulting,Admit,700,700000,70
595,Male,FALSE,3.07,Humanities,Asian,570,6,Consulting,,570,570000,57
596,Male,TRUE,3.29,Business,,630,5,Financial Services,,630,630000,63
597,Male,FALSE,3.27,STEM,White,590,7,Nonprofit/Gov,,590,590000,59
598,Male,TRUE,3.43,Humanities,,720,5,Nonprofit/Gov,,720,720000,72
599,Male,FALSE,3.15,Business,Asian,620,6,Real Estate,,620,620000,62
600,Male,TRUE,3.06,STEM,,650,5,Nonprofit/Gov,,650,650000,65
601,Female,TRUE,3.24,STEM,,660,5,Investment Management,Admit,660,660000,66
602,Female,FALSE,2.98,STEM,White,640,3,Other,Waitlist,640,640000,64
603,Male,TRUE,3.04,Business,,610,7,PE/VC,,610,610000,61
604,Female,FALSE,3.31,STEM,Black,720,7,Technology,Admit,720,720000,72
605,Female,FALSE,3.25,Business,Black,630,6,Consulting,,630,630000,63
606,Male,FALSE,2.99,Humanities,White,630,5,Other,,630,630000,63
607,Female,TRUE,3,Business,,630,3,Consulting,Admit,630,630000,63
608,Male,FALSE,3.4,Humanities,Hispanic,660,5,Technology,,660,660000,66
609,Female,FALSE,3.17,Business,Asian,580,6,Nonprofit/Gov,,580,580000,58
610,Female,FALSE,3.69,STEM,Asian,780,6,Nonprofit/Gov,Admit,780,780000,78
611,Male,FALSE,2.79,Business,Asian,600,5,Real Estate,,600,600000,60
612,Female,FALSE,2.87,STEM,Asian,570,5,Technology,,570,570000,57
613,Male,FALSE,3.09,Business,White,640,5,PE/VC,,640,640000,64
614,Male,FALSE,3.16,STEM,White,650,7,Consulting,,650,650000,65
615,Female,FALSE,3.22,Humanities,Black,660,5,Technology,Admit,660,660000,66
616,Female,FALSE,3.39,Humanities,Black,650,5,PE/VC,,650,650000,65
617,Male,TRUE,3.46,Humanities,,680,5,Technology,,680,680000,68
618,Male,FALSE,3.2,Business,Black,670,5,Consulting,,670,670000,67
619,Male,FALSE,2.88,Business,Other,570,5,Health Care,,570,570000,57
620,Male,FALSE,3.51,Business,Asian,700,4,Consulting,,700,700000,70
621,Male,FALSE,3.25,Business,Other,640,5,Technology,,640,640000,64
622,Female,FALSE,3.4,Business,Hispanic,780,5,Technology,Admit,780,780000,78
623,Male,FALSE,3.2,STEM,Black,670,4,CPG,,670,670000,67
624,Male,FALSE,2.95,STEM,Black,570,6,Consulting,,570,570000,57
625,Male,TRUE,3.33,Humanities,,710,7,Health Care,Admit,710,710000,71
626,Female,TRUE,3.07,STEM,,640,6,Real Estate,Admit,640,640000,64
627,Male,TRUE,3.12,Humanities,,720,4,Technology,,720,720000,72
628,Male,FALSE,3.18,Business,Hispanic,570,5,Health Care,,570,570000,57
629,Male,FALSE,3.11,Humanities,Asian,610,6,Media/Entertainment,,610,610000,61
630,Male,FALSE,3.11,STEM,Black,570,5,Investment Banking,,570,570000,57
631,Male,FALSE,2.99,Humanities,White,580,3,Consulting,,580,580000,58
632,Male,TRUE,3.38,Business,,740,6,Other,,740,740000,74
633,Female,FALSE,3.08,Humanities,Hispanic,600,5,Health Care,,600,600000,60
634,Male,FALSE,3.45,STEM,Asian,650,4,Energy,,650,650000,65
635,Male,FALSE,3.51,Humanities,White,750,6,Technology,,750,750000,75
636,Male,TRUE,3.29,Humanities,,690,4,PE/VC,,690,690000,69
637,Male,FALSE,3.4,STEM,Hispanic,700,5,Nonprofit/Gov,,700,700000,70
638,Male,TRUE,3.36,STEM,,690,3,Consulting,,690,690000,69
639,Male,TRUE,3.45,Humanities,,650,5,Financial Services,,650,650000,65
640,Male,FALSE,3.48,STEM,Asian,780,6,Health Care,,780,780000,78
641,Female,TRUE,3.14,Business,,590,5,PE/VC,Admit,590,590000,59
642,Male,TRUE,3.34,Business,,660,5,Consulting,Admit,660,660000,66
643,Female,FALSE,3.43,Humanities,Black,630,4,CPG,,630,630000,63
644,Male,FALSE,3.14,STEM,White,720,6,Technology,,720,720000,72
645,Male,TRUE,3.19,Business,,670,5,Financial Services,,670,670000,67
646,Male,TRUE,3,Business,,620,5,Technology,,620,620000,62
647,Male,FALSE,3.24,Business,Asian,640,4,Nonprofit/Gov,,640,640000,64
648,Female,TRUE,3.12,Humanities,,690,6,PE/VC,Admit,690,690000,69
649,Male,FALSE,3.37,Business,Asian,680,4,Technology,,680,680000,68
650,Male,FALSE,3.39,Humanities,Asian,690,6,Investment Banking,,690,690000,69
651,Male,FALSE,3.32,Business,Black,610,6,Consulting,,610,610000,61
652,Male,TRUE,3.33,Business,,690,3,Consulting,Admit,690,690000,69
653,Male,TRUE,3.29,STEM,,620,4,Consulting,,620,620000,62
654,Female,TRUE,3.23,Business,,640,4,Consulting,Admit,640,640000,64
655,Male,TRUE,3.12,Humanities,,630,5,Financial Services,,630,630000,63
656,Male,TRUE,3.24,Humanities,,610,6,Consulting,,610,610000,61
657,Female,FALSE,3.37,Humanities,Asian,670,4,Technology,Admit,670,670000,67
658,Female,FALSE,3.17,Business,Other,570,6,Other,Admit,570,570000,57
659,Male,FALSE,3.12,Humanities,Other,680,6,Technology,,680,680000,68
660,Male,TRUE,3.21,Humanities,,660,5,Financial Services,Admit,660,660000,66
